0,0
112,963
132,836
145,720
160,617
176,526
191,445
206,374
221,314
236,263
252,223
268,193
283,173
299,164
316,165
332,177
348,199
365,231
381,273
397,326
414,389
431,462
448,545
466,640
485,745
505,864
523,995
